leaid,leaname,fips,stateabb,gapblk,gapseblk,gaphsp,gapsehsp,racepercent
4207680,DOVER AREA SD,PA,PA,.2608,.2001,,,.99942142
4207710,DOWNINGTOWN AREA SD,PA,PA,.8158,.0408,.606,.06,.99955446
4208060,EAST ALLEGHENY SD,PA,PA,.589,.0653,,,.99874043
4208550,EAST PENN SD,PA,PA,.5506,.0445,.545,.035,1
4208580,EAST PENNSBORO AREA SD,PA,PA,,,.5296,.2143,1
4208670,EAST STROUDSBURG AREA SD,PA,PA,.4118,.0233,.3574,.0231,.9997099
4208820,EASTERN LANCASTER COUNTY SD,PA,PA,,,.4457,.1579,1
4208850,EASTON AREA SD,PA,PA,.6810000000000001,.023,.5629999999999999,.0241,.99986023
4209270,EPHRATA AREA SD,PA,PA,,,.476,.0564,.99969524
4209300,ERIE CITY SD,PA,PA,.6582,.0157,.6141,.0229,.99918067
4209480,EXETER TOWNSHIP SD,PA,PA,.3641,.078,.9097,.105,.99975216
4210620,GATEWAY SD,PA,PA,.658,.0387,,,.99936771
4210710,GETTYSBURG AREA SD,PA,PA,.6018,.174,.7627,.0537,1
4210860,GOVERNOR MIFFLIN SD,PA,PA,.5842000000000001,.0925,.6786,.0551,.99989569
4210870,GREAT VALLEY SD,PA,PA,,,.5257,.1825,.99990183
4210920,GREENSBURG SALEM SD,PA,PA,.3886,.1453,,,.99960381
4210950,GREATER JOHNSTOWN SD,PA,PA,.2371,.0314,,,.99948913
4211450,HANOVER PUBLIC SD,PA,PA,,,.5473,.136,.99947488
4211580,HARRISBURG CITY SD,PA,PA,.2011,.0628,.3882,.0517,.99884003
4211610,HATBORO-HORSHAM SD,PA,PA,.5514,.1033,,,.99987912
4211670,HAVERFORD TOWNSHIP SD,PA,PA,.9263,.1149,,,1
4211700,HAZLETON AREA SD,PA,PA,.6171,.1366,.7113,.0282,.99886394
4211790,HEMPFIELD  SD,PA,PA,.5771,.0544,.7827,.0323,.99984443
4211820,HERMITAGE SD,PA,PA,1.3209,.1338,,,.99957073
4211880,HIGHLANDS SD,PA,PA,.4182,.2401,,,.99888802
4212170,INTERBORO SD,PA,PA,.3098,.1352,,,.99975443
4212330,JEANNETTE CITY SD,PA,PA,.3535,.1324,,,.99780184
4212540,JIM THORPE AREA SD,PA,PA,.3828,.2837,.2654,.0948,.99959719
4212690,KENNETT CONSOLIDATED SD,PA,PA,1,.2088,1.3587,.0349,.99866587
4212840,KISKI AREA SD,PA,PA,.4408,.2871,,,.99977911
4213140,LANCASTER SD,PA,PA,.4301,.0289,.5569,.0226,.99959588
4213320,LAUREL HIGHLANDS SD,PA,PA,.6229,.0744,,,.99908113
4213440,LEBANON SD,PA,PA,.3202,.0628,.6034000000000001,.0251,.99950665
4214100,LOWER DAUPHIN SD,PA,PA,,,.5833,.1538,1
4214160,LOWER MERION SD,PA,PA,1.1289,.0405,1.0335,.1393,.99963075
4214250,METHACTON SD,PA,PA,.8272000000000001,.1917,,,.99933827
4214580,MANHEIM TOWNSHIP SD,PA,PA,1.1683,.0717,.8467,.0389,1
4214940,MCKEESPORT AREA SD,PA,PA,.3798,.0284,,,.99876815
4215030,MECHANICSBURG AREA SD,PA,PA,.9418,.0493,.7252,.6076,.99982685
4215240,MIDDLETOWN AREA SD,PA,PA,.4177,.161,.4034,.1444,.99901468
4215330,MILLCREEK TOWNSHIP SD,PA,PA,.4449,.0904,.6223,.1461,.99982715
4215480,MILTON AREA SD,PA,PA,,,1.3689,.2376,.99979979
4215600,MONESSEN CITY SD,PA,PA,.601,.09,,,1
4215720,MONTOUR SD,PA,PA,.8208,.0547,,,.99988264
4215830,MOON AREA SD,PA,PA,.5944,.056,,,.99955153
4215900,MORRISVILLE BOROUGH SD,PA,PA,.47,.066,,,.99743962
4216200,MUHLENBERG SD,PA,PA,.3717,.1274,.4694,.0304,.99964082
4216410,NESHAMINY SD,PA,PA,.6502,.0437,.398,.0779,.99953741
4216500,WOODLAND HILLS SD,PA,PA,.7315,.0264,,,.99961734
4216530,NEW BRIGHTON AREA SD,PA,PA,.3837,.099,,,1
4216620,NEW CASTLE AREA SD,PA,PA,.3557,.0319,,,.99969655
4216740,NEW KENSINGTON-ARNOLD SD,PA,PA,.5968,.0434,,,.99910128
4216980,NORRISTOWN AREA SD,PA,PA,.584,.0266,.6973,.03,.99958199
4217280,NORTH PENN SD,PA,PA,.6791,.0306,.5959,.0427,.99957812
4217370,NORTHAMPTON AREA SD,PA,PA,,,.3641,.0557,.9997617
4217520,NORTHEASTERN YORK SD,PA,PA,.331,.0555,.5105,.128,1
4217770,NORTHGATE SD,PA,PA,.479,.2551,,,1
4218030,OCTORARA AREA SD,PA,PA,,,.7718,.1002,.9996801
4218300,OXFORD AREA SD,PA,PA,.8114,.2665,.7866,.0333,.99965966
4218510,PARKLAND SD,PA,PA,.7398,.0436,.5582,.034,1
4218580,PENN-DELCO SD,PA,PA,.5193,.2396,,,.99968231
4218590,PENN HILLS SD,PA,PA,.6172,.0288,,,.99925923
4218630,PENN MANOR SD,PA,PA,1.6415,.6014000000000001,.5026000000000001,.0396,.99561965
4218750,PENNRIDGE SD,PA,PA,.8411,.1444,,,.99977559
4218840,PENNSBURY SD,PA,PA,.6508000000000001,.0336,.5533,.0413,.99866354
4218930,PERKIOMEN VALLEY SD,PA,PA,.7348,.066,.4168,.215,.99985683
4218990,PHILADELPHIA CITY SD,PA,PA,.6268,.0097,.6522,.012,.99754298
4219050,PHOENIXVILLE AREA SD,PA,PA,.8699,.0512,.6507,.1097,1
4219170,PITTSBURGH SD,PA,PA,.77,.0125,.3936,.0419,.99908793
4219290,PLEASANT VALLEY SD,PA,PA,.3265,.0431,.3534,.035,.99881315
4219350,PLUM BOROUGH SD,PA,PA,.6575,.1114,,,.99989069
4219470,COLONIAL SD,PA,PA,.8489,.0562,,,.99981034
4219500,POCONO MOUNTAIN SD,PA,PA,.5029,.0193,.3873,.0224,.9995476
4219650,POTTSGROVE SD,PA,PA,.7162,.0485,.7782,.2435,.99966025
4219680,POTTSTOWN SD,PA,PA,.4069,.0317,.3743,.0488,.99954498
4219710,POTTSVILLE AREA SD,PA,PA,.4061,.1337,,,.99968553
4219890,QUAKERTOWN COMMUNITY SD,PA,PA,,,.7322,.0855,.99984223
4220040,READING SD,PA,PA,.2419,.0271,.3298,.0215,.99963742
4220100,RED LION AREA SD,PA,PA,.5388,.1392,,,.99938285
4220370,RIDLEY SD,PA,PA,.6712,.0545,,,.99983698
4220400,RINGGOLD SD,PA,PA,.925,.5447,,,.99985933
4220460,ROCHESTER AREA SD,PA,PA,.4823,.3042,,,.98900443
4220550,ROSE TREE MEDIA SD,PA,PA,.4822,.132,,,1
4221090,SCRANTON SD,PA,PA,.5393,.0317,.5784,.0241,.99809736
4221330,SHARON CITY SD,PA,PA,.6689000000000001,.0453,,,.99845606
4221490,SHENANDOAH VALLEY SD,PA,PA,,,.6066,.0814,.99875474
4221540,SHIKELLAMY SD,PA,PA,,,1.1484,.2284,.99969351
4221810,SOLANCO SD,PA,PA,,,.4423,.1964,.99931365
4221870,SOUDERTON AREA SD,PA,PA,.6603,.0692,.7717000000000001,.0847,.99922401
4222400,SOUTHEAST DELCO SD,PA,PA,.2747,.0268,,,.99967521
4222560,SPRING-FORD AREA SD,PA,PA,.6578000000000001,.0524,.2184,.1146,.99983591
4222600,SPRINGFIELD SD,PA,PA,.9763,.1885,,,.99975139
4222620,SPRINGFIELD TOWNSHIP SD,PA,PA,.7808000000000001,.0564,,,.9995212
4222770,STATE COLLEGE AREA SD,PA,PA,.0677,.5775,.5989,.1595,.99936336
4222790,STEEL VALLEY SD,PA,PA,.6377,.0466,,,.99980158
4222800,STEELTON-HIGHSPIRE SD,PA,PA,.4018,.0687,.0924,.2145,1
4222830,STO-ROX SD,PA,PA,.5924,.054,,,.99896193
4222860,STROUDSBURG AREA SD,PA,PA,.4389,.0303,.4185,.0342,.99948835
4223010,SUSQUEHANNA TOWNSHIP SD,PA,PA,.827,.0486,.9568,.245,.99716663
4223640,TREDYFFRIN-EASTTOWN SD,PA,PA,1.2241,.1049,,,.99993116
4224150,UNIONTOWN AREA SD,PA,PA,.5055,.0435,,,.99939477
4224300,UPPER ADAMS SD,PA,PA,,,.4171,.0633,1
4224320,UPPER DARBY SD,PA,PA,.5936,.0198,.4915,.0428,.99988872
4224390,UPPER DUBLIN SD,PA,PA,1.0541,.0676,,,.999578
4224480,UPPER MERION AREA SD,PA,PA,.5892,.0505,.5021,.1047,1
4224510,UPPER MORELAND TOWNSHIP SD,PA,PA,.9391000000000001,.0911,,,1
4224750,WALLENPAUPACK AREA SD,PA,PA,,,.0537,.1833,.99893594
4224790,WALLINGFORD-SWARTHMORE SD,PA,PA,1.1982,.054,,,.99974936
4224960,WARWICK SD,PA,PA,,,.3684,.219,.99969918
4224990,WASHINGTON SD,PA,PA,.4361,.0465,,,.99856889
4225290,WEST CHESTER AREA SD,PA,PA,.9705,.0295,1.1073,.0346,.99949032
4225680,WEST MIFFLIN AREA SD,PA,PA,.6538000000000001,.0379,,,.99945271
4225830,WEST SHORE SD,PA,PA,.6023,.0881,.8273,.0385,.99908853
4225950,WYOMING VALLEY WEST SD,PA,PA,.6738,.0514,.4074,.0805,.9981336
4225980,WEST YORK AREA SD,PA,PA,.6967,.0495,.546,.0762,.99930137
4226250,WHITEHALL-COPLAY SD,PA,PA,.5075,.0485,.4561,.0327,.99978632
4226300,WILKES-BARRE AREA SD,PA,PA,.5592,.0226,.6026,.0251,.99923831
4226390,WILLIAM PENN SD,PA,PA,.1544,.169,,,.9986757
4226460,WILLIAMSPORT AREA SD,PA,PA,.7132,.0315,.1526,.274,.99870235
4226550,WILSON AREA SD,PA,PA,.2741,.2234,.4629,.1053,.99937105
4226580,WILSON  SD,PA,PA,.6163,.0433,.5497,.05,.99940795
4226760,WYOMISSING AREA SD,PA,PA,,,.8946,.1069,.99988741
4226820,YORK CITY SD,PA,PA,.2963,.0279,.4054,.0288,.99693245
4226850,YORK SUBURBAN SD,PA,PA,1.1841,.1261,.6335,.1685,.99985814
4400120,CENTRAL FALLS,RI,RI,.1489,.0457,.0833,.0283,.99064672
4400240,CRANSTON,RI,RI,.4781,.0343,.4961,.0137,.99115372
4400270,CUMBERLAND,RI,RI,,,.6044000000000001,.0416,.99247795
4400330,EAST PROVIDENCE,RI,RI,.3196,.0223,.3717,.0333,.99663985
4400540,JOHNSTON,RI,RI,,,.3717,.0346,.99290353
4400570,LINCOLN,RI,RI,,,1.1772,.1742,.99717879
4400630,MIDDLETOWN,RI,RI,.5855,.1798,.9374,.2513,.98941487
4400720,NEWPORT,RI,RI,.9007,.0358,.7792,.0348,.98339379
4400780,NORTH PROVIDENCE,RI,RI,.1276,.0447,.2731,.026,.99518389
4400840,PAWTUCKET,RI,RI,.256,.0143,.2742,.0138,.9819507
4400900,PROVIDENCE,RI,RI,.4275,.015,.454,.0137,.99181712
4401110,WARWICK,RI,RI,.2305,.0665,.394,.023,.99426442
4401140,WEST WARWICK,RI,RI,,,.1821,.0278,.99627715
4401200,WOONSOCKET,RI,RI,.354,.0232,.5394,.0162,.9896878
4500002,DORCHESTER 04,SC,SC,.5806,.0298,,,.99630278
4500690,ABBEVILLE 60,SC,SC,.6038,.0264,,,1
4500720,AIKEN 01,SC,SC,.6707,.0116,.4181,.0224,.99857497
4500780,ANDERSON 01,SC,SC,.6158,.0258,.409,.0313,.9990977
4500810,ANDERSON 02,SC,SC,.5626,.0301,,,.99891013
4500840,ANDERSON 03,SC,SC,.5346,.0401,,,.99983037
4500870,ANDERSON 04,SC,SC,.6974,.0354,,,.99984914
4500900,ANDERSON 05,SC,SC,.8002,.0157,.3981,.0307,.99789482
4500930,BAMBERG 01,SC,SC,.5798,.0346,,,.99844646
4501020,BARNWELL 19,SC,SC,-.1847,.6807,,,.99937105
4501050,BARNWELL 29,SC,SC,.5821,.0577,,,.99946237
4501080,BARNWELL 45,SC,SC,.7428,.0275,,,.99751103
4501110,BEAUFORT 01,SC,SC,.9949,.0138,.7941,.0126,.9980731
4501170,BERKELEY 01,SC,SC,.6302,.01,.3967,.0177,.99836284
4501250,CALHOUN 01,SC,SC,.4835,.0417,,,.99919164
4501440,CHARLESTON 01,SC,SC,1.2722,.0111,.9476,.0166,.99796093
4501500,CHEROKEE 01,SC,SC,.6163,.0167,.6189,.0291,.9987967
4501530,CHESTER 01,SC,SC,.595,.0168,,,.99952704
4501560,CHESTERFIELD 01,SC,SC,.6899,.0147,.4618,.0454,.99944967
4501770,CLARENDON 02,SC,SC,.6606,.0269,,,.9993571
4501800,CLARENDON 03,SC,SC,.7573,.0515,,,.99885756
4501830,COLLETON 01,SC,SC,.6152,.0193,.1324,.1428,.99855959
4501860,DARLINGTON 01,SC,SC,.672,.0141,.5964,.1321,.99951512
4501890,DILLON 01,SC,SC,.6923,.2285,,,.99310118
4501920,DILLON 02,SC,SC,.5051,.0246,.7695,.1685,.99370342
4501950,DILLON 03,SC,SC,.651,.0418,,,.99754876
4502010,DORCHESTER 02,SC,SC,.7484,.0123,.445,.0218,.99935162
4502070,EDGEFIELD 01,SC,SC,.6538000000000001,.0209,,,.99955076
4502100,FAIRFIELD 01,SC,SC,.2834,.0383,,,.99971771
4502130,FLORENCE 01,SC,SC,.7416,.0141,.3425,.0412,.99772727
4502160,FLORENCE 02,SC,SC,.6475,.0374,,,.99962962
4502190,FLORENCE 03,SC,SC,.6001,.0269,.3389,.1807,.99906331
4502250,FLORENCE 05,SC,SC,.8335,.0405,,,.99935746
4502280,GEORGETOWN 01,SC,SC,.7681,.013,.4185,.0453,.99986523
4502310,GREENVILLE 01,SC,SC,.8364,.0085,.5893000000000001,.0101,.99666804
4502340,GREENWOOD 50,SC,SC,.9148,.0161,.8718,.023,.9978466
4502370,GREENWOOD 51,SC,SC,.5608,.191,,,.99916941
4502400,GREENWOOD 52,SC,SC,.6499,.0382,,,.99843711
4502430,HAMPTON 01,SC,SC,.4057,.0335,,,.99895316
4502490,HORRY 01,SC,SC,.8462,.0091,.498,.0167,.99572539
4502520,JASPER 01,SC,SC,.5608,.0392,.2379,.0499,.99875414
4502550,KERSHAW 01,SC,SC,.6658,.014,.4467,.0309,.99863708
4502580,LANCASTER 01,SC,SC,.6266000000000001,.0128,.3352,.028,.99707353
4502610,LAURENS 55,SC,SC,.6002999999999999,.0224,.4855,.0317,.99684447
4502640,LAURENS 56,SC,SC,.6571,.0236,,,.99986112
4502700,LEXINGTON 01,SC,SC,.7085,.0135,.5004999999999999,.0232,.99812841
4502730,LEXINGTON 02,SC,SC,.7121,.0177,.4631,.026,.99856693
4502760,LEXINGTON 03,SC,SC,.8512,.0342,,,.99745888
4502790,LEXINGTON 04,SC,SC,.4163,.027,-.0597,.2048,1
4502820,LEXINGTON 05,SC,SC,.8673,.0184,.5847,.0365,.99654722
4502850,MARION 01,SC,SC,.7598,.0373,,,.99937785
4502880,MARION 02,SC,SC,.528,.047,,,.99908429
4502970,MARLBORO 01,SC,SC,.3454,.0243,,,.99818558
4503000,MCCORMICK 01,SC,SC,.2155,.2272,,,.99861658
4503030,NEWBERRY 01,SC,SC,.8715000000000001,.0193,.4684,.0257,.99985754
4503060,OCONEE 01,SC,SC,.67,.0194,.4425,.0292,.99869913
4503150,ORANGEBURG 03,SC,SC,.6262,.0686,,,.99915212
4503180,ORANGEBURG 04,SC,SC,.6227,.0207,,,.99934375
4503210,ORANGEBURG 05,SC,SC,.2941,.0398,,,.99986917
4503330,PICKENS 01,SC,SC,.693,.0192,.4048,.0237,.99829638
4503360,RICHLAND 01,SC,SC,1.1207,.0125,.8554000000000001,.0266,.99730945
4503390,RICHLAND 02,SC,SC,.9096,.0131,.8148,.0221,.99533504
4503420,DEPT OF JUVENILE JUSTICE,SC,SC,.0699,.508,,,1
4503460,SALUDA 01,SC,SC,.5912,.033,.3061,.0403,1
4503480,SPARTANBURG 01,SC,SC,.5580000000000001,.0363,.2796,.074,.99763203
4503510,SPARTANBURG 02,SC,SC,.5046000000000001,.0198,.4925,.0247,.99490249
4503540,SPARTANBURG 03,SC,SC,.5053,.0392,.1277,.1384,.99840444
4503570,SPARTANBURG 04,SC,SC,.6194,.037,.4239,.1446,.99969411
4503600,SPARTANBURG 05,SC,SC,.6634,.0178,.5837,.0276,.99899149
4503630,SPARTANBURG 06,SC,SC,.7254,.0187,.5644,.023,.9990353
4503660,SPARTANBURG 07,SC,SC,1.0088,.0192,.7683,.0434,.99750751
4503690,SUMTER 17,SC,SC,.8198,.0182,-.2956,.3837,.99978775
4503720,SUMTER 02,SC,SC,.4763,.0143,.0283,.0638,.99874336
4503750,UNION 01,SC,SC,.4993,.0186,,,.99941379
4503780,WILLIAMSBURG 01,SC,SC,.1652,.0647,,,.99990195
4503810,YORK 01,SC,SC,.5724,.0215,.207,.0785,.99991667
4503840,YORK 02,SC,SC,.6964,.0263,.6704,.456,.99622512
4503870,YORK 03,SC,SC,.796,.0121,.6307,.0316,.99985278
4503900,YORK 04,SC,SC,.861,.0214,.6406,.0334,.99964803
4503908,MARION 10,SC,SC,.6652,.0615,,,1
4635480,HURON SCHOOL DISTRICT 02-2,SD,SD,,,.9381,.1905,.99969959
4659820,RAPID CITY AREA SCHOOL DISTRICT 51-4,SD,SD,.6959,.2293,.3723,.0271,.99868655
4666270,SIOUX FALLS SCHOOL DISTRICT 49-5,SD,SD,.9082,.0136,.7669,.0156,.99511266
4700001,HAMBLEN COUNTY SCHOOL DISTRICT,TN,TN,.4107,.023,.3794,.0193,.99975747
4700060,ALCOA CITY SCHOOL DISTRICT,TN,TN,.6883,.0396,,,.99974358
4700090,ANDERSON COUNTY SCHOOL DISTRCT,TN,TN,.5503,.1749,,,.99978733
4700120,ATHENS CITY ELEMENTARY SCH DIS,TN,TN,.5024,.0393,.5267,.1704,1
4700180,BEDFORD COUNTY SCHOOL DISTRICT,TN,TN,.4722,.0234,.3527,.0168,.99828339
4700210,BELLS CITY SCHOOL DISTRICT,TN,TN,,,.8625,.2196,1
4700240,BENTON COUNTY SCHOOL DISTRICT,TN,TN,,,-1.3765,.1921,.99914265
4700300,BLOUNT COUNTY SCHOOL DISTRICT,TN,TN,-.0397,.1689,.3672,.0592,.99984932
4700330,BRADLEY COUNTY SCHOOL DISTRICT,TN,TN,.3135,.0366,.1727,.0305,.99995875
4700360,BRISTOL CITY SCHOOL DISTRICT,TN,TN,.4215,.1397,,,.99966913
4700600,CHESTER COUNTY SCHOOL DISTRICT,TN,TN,.6194,.0315,,,.99955785
4700690,CLEVELAND CITY SCHOOL DISTRICT,TN,TN,.4898,.0214,.2923,.0261,.99933356
4700850,CROCKETT COUNTY SCHOOL DIST,TN,TN,.5786,.1314,.5748,.1082,1
4700900,CUMBERLAND COUNTY SCHOOL DIST,TN,TN,,,.2061,.1288,.99982256
4700930,DAYTON CITY ELEMENTARY SCH DIS,TN,TN,,,.1924,.2838,.99918503
4700990,DEKALB COUNTY SCHOOL DISTRICT,TN,TN,,,.5945,.0689,1
4701020,DICKSON COUNTY SCHOOL DISTRICT,TN,TN,.5191,.0259,.2807,.0422,.9991495
4701050,DYER COUNTY SCHOOL DISTRICT,TN,TN,.3802,.0569,,,.99989331
4701080,DYERSBURG CITY SCHOOL DISTRICT,TN,TN,.7279,.0267,,,1
4701170,FAYETTE COUNTY SCHOOL DISTRICT,TN,TN,.5381,.0253,,,1
4701200,FAYETTEVILLE CITY ELEM SCH DIS,TN,TN,.7428,.0351,,,1
4701260,FRANKLIN CITY ELEMENTARY S/D,TN,TN,.9754,.024,.8519,.0248,.9993825
4701290,FRANKLIN COUNTY SCHOOL DISTRCT,TN,TN,.3703,.0314,.2793,.0798,1
4701400,GIBSON SPECIAL DISTRICT,TN,TN,.6658,.0553,,,.99986875
4701410,GILES COUNTY SCHOOL DISTRICT,TN,TN,.4364,.0282,,,1
4701440,GRAINGER COUNTY SCHOOL DISTRCT,TN,TN,,,.5002,.1626,.99974811
4701470,GREENE COUNTY SCHOOL DISTRICT,TN,TN,,,.3762,.1615,.99967629
4701500,GREENEVILLE CITY SCHOOL DIST,TN,TN,.5816,.0732,1.1552,.2741,.99967515
4701590,HAMILTON COUNTY SCHOOL DISTRCT,TN,TN,.8426,.0086,.5717,.0164,.99922013
4701650,HARDEMAN COUNTY SCHOOL DISTRCT,TN,TN,.7153000000000001,.0199,,,.99978387
4701680,HARDIN COUNTY SCHOOL DISTRICT,TN,TN,-.1783,.2215,,,1
4701770,HAYWOOD COUNTY SCHOOL DISTRICT,TN,TN,.5682,.0222,.184,.1264,.99993169
4701800,HENDERSON COUNTY SCHOOL DIST,TN,TN,.4731,.184,,,1
4701950,HUMBOLDT CITY SCHOOL DISTRICT,TN,TN,.42,.0764,,,1
4702010,HUNTINGDON SPECIAL SCHOOL DIST,TN,TN,.5029,.1044,,,1
4702100,JEFFERSON COUNTY SCHOOL DIST,TN,TN,.3042,.0998,.3861,.0365,.99994004
4702130,JOHNSON CITY SCHOOL DISTRICT,TN,TN,.616,.0295,.6484,.0282,.99838513
4702190,KINGSPORT CITY SCHOOL DISTRICT,TN,TN,.479,.0234,.5043,.5586,.99681336
4702220,KNOX COUNTY SCHOOL DISTRICT,TN,TN,.7778000000000001,.0076,.4638,.0118,.99867654
4702280,LAKE COUNTY SCHOOL DISTRICT,TN,TN,.4842,.0607,,,.99392825
4702310,LAUDERDALE COUNTY SCHOOL DIST,TN,TN,.5491,.024,,,.9999094
4702340,LAWRENCE COUNTY SCHOOL DISTRCT,TN,TN,.4428,.2449,,,1
4702370,LEBANON CITY ELEMENTARY S/D,TN,TN,.673,.0225,.5474,.0278,.99962735
4702400,LENOIR CITY SCHOOL DISTRICT,TN,TN,,,.2252,.0361,1
4702460,LEXINGTON CITY ELEMENTARY,TN,TN,.6516,.0386,,,1
4702520,LOUDON COUNTY SCHOOL DISTRICT,TN,TN,,,.4234,.0414,.99957722
4702550,MACON COUNTY SCHOOL DISTRICT,TN,TN,,,.602,.113,.99989086
4702580,JACKSON-MADISON CONSOLIDATED,TN,TN,.6265,.0139,.4779,.0246,.99985886
4702610,MANCHESTER CITY SCHOOL DIST,TN,TN,,,.7333,.2896,.99976021
4702670,MARSHALL COUNTY SCHOOL DISTRCT,TN,TN,.3791,.0272,.2364,.0356,.99984622
4702700,MARYVILLE CITY SCHOOL DISTRICT,TN,TN,.7089,.0906,,,.99944526
4702760,MAURY COUNTY SCHOOL DISTRICT,TN,TN,.5093,.0205,.2733,.0265,.99981195
4702790,MCKENZIE SPECIAL SCHOOL DIST,TN,TN,.4846,.2027,,,.99973118
4702820,MCMINN COUNTY SCHOOL DISTRICT,TN,TN,.64,.1122,,,.99967593
4702880,MCNAIRY COUNTY SCHOOL DISTRICT,TN,TN,.5079,.0331,,,1
4702940,MEMPHIS CITY SCHOOL DISTRICT,TN,TN,.9158,.0145,.7723,.0141,.99961883
4702970,MILAN CITY SPECIAL SCHOOL DIST,TN,TN,.8926,.0297,,,.9998095
4703000,MONROE COUNTY SCHOOL DISTRICT,TN,TN,,,.4535,.2805,.99991697
4703030,MONTGOMERY COUNTY SCHOOLS,TN,TN,.5232,.0086,.256,.0124,.99802762
4703150,MURFREESBORO CITY ELEM SCH DIS,TN,TN,.6179,.0234,.5399000000000001,.0397,.99970806
4703180,DAVIDSON COUNTY SD,TN,TN,.6409,.0062,.5883000000000001,.0082,.99969101
4703240,OAK RIDGE CITY SCHOOL DISTRICT,TN,TN,.7339,.0228,.535,.0515,.99978578
4703270,OBION COUNTY SCHOOL DISTRICT,TN,TN,,,.2566,.2517,.9987644
4703360,PARIS CITY SPECIAL SCHOOL DIST,TN,TN,.8728,.0301,,,.99790776
4703480,PUTNAM COUNTY SCHOOL DISTRICT,TN,TN,.4301,.0302,.4983,.0201,.99899942
4703510,RHEA COUNTY SCHOOL DISTRICT,TN,TN,,,.6119,.2555,1
4703590,ROANE COUNTY SCHOOL DISTRICT,TN,TN,.4626,.0334,,,.99991149
4703600,ROBERTSON COUNTY SCHOOL DIST,TN,TN,.612,.0244,.5894,.0271,.99992377
4703690,RUTHERFORD COUNTY SCHOOL DIST,TN,TN,.509,.0102,.4704,.0124,.99970925
4703780,SEVIER COUNTY SCHOOL DISTRICT,TN,TN,.3664,.0496,.2998,.0204,.99968863
4703810,SHELBY COUNTY SCHOOL DISTRICT,TN,TN,.8384,.0106,.5534,.0136,.99963361
4704020,SUMNER COUNTY SCHOOL DISTRICT,TN,TN,.5749,.0122,.432,.016,.99868089
4704080,TIPTON COUNTY SCHOOL DISTRICT,TN,TN,.6488,.0167,,,.99970233
4704100,TRENTON CITY SCHOOL DISTRICT,TN,TN,.7794,.0446,,,.99964541
4704200,TULLAHOMA CITY SCHOOL DISTRICT,TN,TN,.5975,.0473,,,.99945694
4704230,UNICOI SCHOOL DISTRICT,TN,TN,,,.2934,.1398,1
4704260,UNION CITY SCHOOL DISTRICT,TN,TN,.9014,.032,,,1
4704350,WARREN COUNTY SCHOOL DISTRICT,TN,TN,.483,.038,.3751,.0199,.99965948
4704380,WASHINGTON COUNTY SCHOOL DIST,TN,TN,.429,.219,.2619,.0689,.99995238
4704470,WEAKLEY COUNTY SCHOOL DISTRICT,TN,TN,.5484,.0314,,,.99970353
4704530,WILLIAMSON COUNTY SCHOOL DIST,TN,TN,.5672,.0191,.5082,.0247,.9991529
4704550,WILSON COUNTY SCHOOL DISTRICT,TN,TN,.4099,.0194,.3263,.0289,.99925351
4800008,DRIPPING SPRINGS ISD,TX,TX,,,.4804,.0267,.99385077
4800009,WIMBERLEY ISD,TX,TX,,,.549,.0415,.99613941
4800010,HAYS CISD,TX,TX,.5451,.0361,.6072,.015,.99624383
4800011,ALVARADO ISD,TX,TX,,,.2499,.0255,.99610335
4807350,COLLEGE STATION ISD,TX,TX,1.1014,.0254,.6815,.0176,.9938978
4807410,ABERNATHY ISD,TX,TX,,,.545,.0627,.9983176
4807440,ABILENE ISD,TX,TX,.588,.0165,.4234,.0139,.99199122
4807470,ACADEMY ISD,TX,TX,,,.4239,.1,.99183083
4807590,ALAMO HEIGHTS ISD,TX,TX,,,.6177,.0218,.99534196
4807710,ALDINE ISD,TX,TX,.3714,.0181,.1334,.0177,.99777102
4807780,ALEDO ISD,TX,TX,,,.5156,.046,.99546087
4807800,ALICE ISD,TX,TX,,,.5581,.0455,.99949098
4807830,ALIEF ISD,TX,TX,.3634,.0167,.2841,.0187,.99821049
4807890,ALLEN ISD,TX,TX,.5516,.0178,.3844,.0162,.99167979
4807950,ALPINE ISD,TX,TX,,,.4829,.0558,.99458963
4807980,ALTO ISD,TX,TX,,,1.0624,.343,.98921865
4808090,ALVIN ISD,TX,TX,.3238,.0202,.3996,.0128,.99595702
4808130,AMARILLO ISD,TX,TX,.7462,.0168,.4611,.0084,.99406773
4808190,ANAHUAC ISD,TX,TX,.441,.1982,.3855,.0842,.99196929
4808280,ANDREWS ISD,TX,TX,,,.4867,.0251,.99576211
4808310,ANGLETON ISD,TX,TX,.5583,.0276,.3585,.0258,.99430346
4808340,ANNA ISD,TX,TX,.4999,.1615,.3312,.0339,.99415481
4808400,ANSON ISD,TX,TX,,,.5516,.0659,.99546987
4808550,ARANSAS COUNTY ISD,TX,TX,,,.3201,.0235,.99611831
4808580,ARANSAS PASS ISD,TX,TX,,,.2866,.0335,.99682343
4808700,ARLINGTON ISD,TX,TX,.6802,.0098,.6055,.0086,.99589461
4808870,ATHENS ISD,TX,TX,.8069,.0483,.5299,.025,.99618775
4808880,ATLANTA ISD,TX,TX,.6674,.0405,,,.99337864
4808910,AUBREY ISD,TX,TX,,,.2251,.0585,.99870133
4808940,AUSTIN ISD,TX,TX,1.1341,.0167,.9577,.0126,.99479204
4809200,AZLE ISD,TX,TX,,,.2704,.0231,.99708837
